0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,28,1,29
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,4,14,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,14,1,4
0,14,1,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,14,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17,36,36,0
0,25,0,0
0,0,0,0
0,0,0,0
1,29,1,29
0,0,0,0
0,25,1,0
0,0,0,0
0,0,0,0
0,4,1,0
0,0,0,0
0,0,0,4
3,4,3,3
30,38,8,38
0,0,0,0
0,0,0,0
10,14,8,14
1,25,1,29
0,0,0,0
34,4,34,0
0,0,0,4
10,4,8,14
0,0,0,0
0,0,0,0
14,14,14,14
0,0,0,0
0,0,0,0
17,14,14,14
17,14,14,14
0,0,0,0
0,14,14,0
17,29,14,0
0,0,0,0
0,0,0,0
14,14,14,14
34,4,8,4
0,0,0,0
14,14,14,14
17,3,3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
34,4,3,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,14,14,14
0,0,0,0
0,0,0,0
0,4,8,0
1,31,8,0
0,0,0,0
0,0,3,0
0,0,0,0
0,0,0,0
