1,0,0,0
17,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
40,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
40,0,0,0
0,0,0,0
0,0,0,0
17,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17,0,0,0
17,0,0,0
17,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
17,0,0,0
0,39,0,0
0,39,0,0
29,39,0,0
0,39,0,0
0,39,0,0
0,0,0,0
0,39,0,0
0,39,0,0
0,39,0,0
0,39,0,0
1,32,2,1
0,39,0,0
0,39,0,0
0,39,0,0
17,39,0,0
0,39,0,0
0,39,0,0
0,39,0,0
0,0,0,0
0,39,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17,39,0,0
25,32,28,28
29,32,0,0
0,39,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,39,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,32,0,0
0,0,0,0
7,8,39,7
7,8,39,7
7,8,39,7
7,39,39,39
7,8,39,7
7,8,39,7
7,8,39,7
7,39,39,39
7,39,39,39
7,8,39,7
7,8,39,7
7,8,39,7
7,8,39,7
7,8,39,7
7,8,39,7
7,39,39,39
7,39,39,39
7,8,39,7
7,8,39,7
7,8,39,7
