0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,1,1
1,0,0,0
0,0,0,0
17,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,2,2
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
17,0,0,2
16,0,0,0
16,0,0,0
34,0,0,0
0,0,0,0
17,0,0,0
17,0,0,0
0,0,0,0
0,0,0,0
17,0,0,0
17,0,0,0
34,0,0,0
0,0,0,0
17,0,0,0
17,0,0,0
17,0,0,0
25,0,0,0
0,0,0,0
0,0,0,0
1,39,2,1
0,39,0,0
9,39,2,2
0,39,0,0
0,39,0,0
39,39,39,0
17,39,0,0
16,39,0,0
39,39,39,0
39,39,39,39
17,39,0,0
17,39,0,0
2,39,2,2
8,39,2,1
17,39,0,0
17,39,0,0
9,39,0,0
39,39,39,14
9,39,0,0
17,39,0,0
39,39,0,0
1,39,0,0
0,0,0,0
8,39,39,0
29,32,39,0
1,0,0,0
29,0,0,0
17,39,39,0
29,0,0,0
29,0,0,0
39,32,0,0
29,39,39,0
1,39,0,0
29,39,39,14
1,39,0,0
29,39,0,0
29,39,0,0
1,39,0,0
1,39,0,0
1,39,0,0
29,39,0,0
7,39,39,39
7,8,39,7
7,8,39,7
7,39,39,39
7,39,39,39
7,8,39,7
7,8,39,7
7,8,39,7
7,8,39,7
7,8,39,7
7,8,39,7
7,8,39,7
7,39,39,39
7,8,39,7
7,8,39,7
7,8,39,7
7,39,39,39
7,8,39,7
7,8,39,7
7,8,39,7
