0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1,0
0,1,0,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,1,0
1,6,1,6
1,1,1,0
1,1,1,0
0,0,0,0
34,8,34,0
0,0,0,0
0,0,0,0
0,0,0,0
1,36,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,36,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,25,1,25
34,4,8,0
0,31,8,17
0,0,0,0
0,4,1,0
0,0,0,0
0,0,0,0
0,31,0,0
0,6,0,0
0,0,0,0
0,0,0,0
0,31,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,31,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,8,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,25,25,25
1,25,1,11
0,0,0,0
0,0,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,36,1,17
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,8,8,0
1,31,1,1
0,0,0,0
1,29,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,25,1,20
0,0,0,0
0,0,0,0
0,0,0,0
0,4,8,0
0,0,0,0
1,4,1,17
36,4,3,39
